date,store,sales,promo,holiday
2022-07-03,3,186.34,0,0
2022-07-04,3,195.27,0,0
2022-07-05,3,226.05,0,0
2022-07-06,3,221.9,0,0
2022-07-07,3,235.37,1,0
2022-07-08,3,187.91,0,0
2022-07-09,3,179.73,0,0
2022-07-10,3,182.91,0,0
2022-07-11,3,235.38,1,0
2022-07-12,3,246.42,1,0
2022-07-13,3,215.74,0,0
2022-07-14,3,218.08,0,0
2022-07-15,3,191.57,0,0
2022-07-16,3,184.39,0,0
2022-07-17,3,181.42,0,0
2022-07-18,3,201.96,0,0
2022-07-19,3,217.39,0,0
2022-07-20,3,240.3,1,0
2022-07-21,3,219.05,0,0
2022-07-22,3,228.12,1,0
2022-07-23,3,178.91,0,0
2022-07-24,3,179.3,0,0
2022-07-25,3,202.23,0,0
2022-07-26,3,216.62,0,0
2022-07-27,3,221.87,0,0
2022-07-28,3,210.28,0,0
2022-07-29,3,194.55,0,0
2022-07-30,3,228.48,0,1
2022-07-31,3,188.0,0,0
2022-08-01,3,195.6,0,0
2022-08-02,3,223.35,0,0
2022-08-03,3,228.65,0,0
2022-08-04,3,255.43,1,0
2022-08-05,3,186.75,0,0
2022-08-06,3,182.81,0,0
2022-08-07,3,175.1,0,0
2022-08-08,3,203.96,0,0
2022-08-09,3,244.14,1,0
2022-08-10,3,230.41,0,0
2022-08-11,3,206.15,0,0
2022-08-12,3,184.27,0,0
2022-08-13,3,179.59,0,0
2022-08-14,3,205.98,1,0
2022-08-15,3,205.3,0,0
2022-08-16,3,206.91,0,0
2022-08-17,3,221.29,0,0
2022-08-18,3,199.98,0,0
2022-08-19,3,191.47,0,0
2022-08-20,3,190.51,0,0
2022-08-21,3,188.01,0,0
2022-08-22,3,227.58,1,0
2022-08-23,3,217.43,0,0
2022-08-24,3,221.58,0,0
2022-08-25,3,213.09,0,0
2022-08-26,3,216.58,1,0
2022-08-27,3,185.61,0,0
2022-08-28,3,173.04,0,0
2022-08-29,3,199.1,0,0
2022-08-30,3,215.49,0,0
2022-08-31,3,225.01,0,0
2022-09-01,3,211.19,0,0
2022-09-02,3,186.74,0,0
2022-09-03,3,178.07,0,0
2022-09-04,3,187.9,0,0
2022-09-05,3,232.2,1,0
2022-09-06,3,245.39,1,0
2022-09-07,3,219.79,0,0
2022-09-08,3,214.9,0,0
2022-09-09,3,191.53,0,0
2022-09-10,3,182.91,0,0
2022-09-11,3,228.11,1,0
2022-09-12,3,195.83,0,0
2022-09-13,3,209.37,0,0
2022-09-14,3,226.46,0,0
2022-09-15,3,208.38,0,0
2022-09-16,3,192.88,0,0
2022-09-17,3,179.79,0,0
2022-09-18,3,186.31,0,0
2022-09-19,3,211.29,0,0
2022-09-20,3,222.99,0,0
2022-09-21,3,257.21,1,0
2022-09-22,3,205.04,0,0
2022-09-23,3,219.06,1,0
2022-09-24,3,169.85,0,0
2022-09-25,3,183.91,0,0
2022-09-26,3,208.43,0,0
2022-09-27,3,251.92,1,0
2022-09-28,3,252.14,1,0
2022-09-29,3,212.36,0,0
2022-09-30,3,221.72,1,0
2022-10-01,3,215.42,1,0
2022-10-02,3,192.14,0,0
2022-10-03,3,195.92,0,0
2022-10-04,3,251.18,1,0
2022-10-05,3,258.26,1,0
2022-10-06,3,210.75,0,0
2022-10-07,3,229.02,1,0
2022-10-08,3,238.82,0,1
2022-10-09,3,188.14,0,0
2022-10-10,3,206.31,0,0
2022-10-11,3,256.34,0,1
2022-10-12,3,224.85,0,0
2022-10-13,3,215.48,0,0
2022-10-14,3,226.84,1,0
2022-10-15,3,180.0,0,0
2022-10-16,3,190.04,0,0
2022-10-17,3,212.01,0,0
2022-10-18,3,222.63,0,0
2022-10-19,3,259.1,1,0
2022-10-20,3,212.34,0,0
2022-10-21,3,229.97,1,0
2022-10-22,3,186.84,0,0
2022-10-23,3,184.61,0,0
2022-10-24,3,206.64,0,0
2022-10-25,3,215.77,0,0
2022-10-26,3,221.48,0,0
2022-10-27,3,214.82,0,0
2022-10-28,3,198.05,0,0
2022-10-29,3,179.85,0,0
2022-10-30,3,234.98,0,1
2022-10-31,3,208.26,0,0
2022-11-01,3,217.56,0,0
2022-11-02,3,217.31,0,0
2022-11-03,3,283.5,1,1
2022-11-04,3,194.69,0,0
2022-11-05,3,186.71,0,0
2022-11-06,3,218.24,1,0
2022-11-07,3,235.71,0,1
2022-11-08,3,219.49,0,0
2022-11-09,3,223.82,0,0
2022-11-10,3,257.74,0,1
2022-11-11,3,223.78,1,0
2022-11-12,3,224.89,1,0
2022-11-13,3,210.85,1,0
2022-11-14,3,212.65,0,0
2022-11-15,3,220.66,0,0
2022-11-16,3,269.99,0,1
2022-11-17,3,215.32,0,0
2022-11-18,3,203.32,0,0
2022-11-19,3,224.91,0,1
2022-11-20,3,185.27,0,0
2022-11-21,3,213.55,0,0
2022-11-22,3,251.57,1,0
2022-11-23,3,257.15,1,0
2022-11-24,3,221.45,0,0
2022-11-25,3,192.81,0,0
2022-11-26,3,190.18,0,0
2022-11-27,3,218.16,1,0
2022-11-28,3,206.14,0,0
2022-11-29,3,262.84,0,1
2022-11-30,3,218.89,0,0
2022-12-01,3,211.73,0,0
2022-12-02,3,205.07,0,0
2022-12-03,3,191.98,0,0
2022-12-04,3,191.15,0,0
2022-12-05,3,208.36,0,0
2022-12-06,3,261.36,0,1
2022-12-07,3,273.53,0,1
2022-12-08,3,244.97,1,0
2022-12-09,3,199.83,0,0
2022-12-10,3,223.63,1,0
2022-12-11,3,187.92,0,0
2022-12-12,3,215.29,0,0
2022-12-13,3,215.53,0,0
2022-12-14,3,235.24,0,0
2022-12-15,3,214.46,0,0
2022-12-16,3,197.81,0,0
2022-12-17,3,178.8,0,0
2022-12-18,3,189.89,0,0
2022-12-19,3,272.65,1,1
2022-12-20,3,250.49,1,0
2022-12-21,3,226.76,0,0
2022-12-22,3,251.46,1,0
2022-12-23,3,200.41,0,0
2022-12-24,3,190.14,0,0
2022-12-25,3,217.03,1,0
2022-12-26,3,203.79,0,0
2022-12-27,3,272.88,0,1
2022-12-28,3,224.12,0,0
2022-12-29,3,255.31,1,0
2022-12-30,3,228.5,1,0
2022-12-31,3,188.96,0,0
2023-01-01,3,198.21,0,0
2023-01-02,3,214.91,0,0
2023-01-03,3,223.68,0,0
2023-01-04,3,226.2,0,0
2023-01-05,3,217.09,0,0
2023-01-06,3,241.76,0,1
2023-01-07,3,193.75,0,0
2023-01-08,3,193.23,0,0
2023-01-09,3,211.99,0,0
2023-01-10,3,262.77,1,0
2023-01-11,3,230.4,0,0
2023-01-12,3,219.28,0,0
2023-01-13,3,192.82,0,0
2023-01-14,3,176.49,0,0
2023-01-15,3,195.5,0,0
2023-01-16,3,208.77,0,0
2023-01-17,3,222.36,0,0
2023-01-18,3,230.06,0,0
2023-01-19,3,217.77,0,0
2023-01-20,3,206.41,0,0
2023-01-21,3,220.43,1,0
2023-01-22,3,190.18,0,0
2023-01-23,3,214.55,0,0
2023-01-24,3,224.2,0,0
2023-01-25,3,231.83,0,0
2023-01-26,3,216.04,0,0
2023-01-27,3,237.87,0,1
2023-01-28,3,190.77,0,0
2023-01-29,3,194.32,0,0
2023-01-30,3,212.35,0,0
2023-01-31,3,224.29,0,0
2023-02-01,3,260.36,0,1
2023-02-02,3,256.61,0,1
2023-02-03,3,205.44,0,0
2023-02-04,3,189.21,0,0
2023-02-05,3,193.38,0,0
2023-02-06,3,245.23,1,0
2023-02-07,3,222.42,0,0
2023-02-08,3,252.18,1,0
2023-02-09,3,258.32,0,1
2023-02-10,3,199.4,0,0
2023-02-11,3,186.22,0,0
2023-02-12,3,264.08,1,1
2023-02-13,3,253.1,0,1
2023-02-14,3,226.29,0,0
2023-02-15,3,231.78,0,0
2023-02-16,3,228.54,0,0
2023-02-17,3,200.45,0,0
2023-02-18,3,262.79,1,1
2023-02-19,3,262.76,1,1
2023-02-20,3,206.76,0,0
2023-02-21,3,253.76,1,0
2023-02-22,3,228.2,0,0
2023-02-23,3,261.62,0,1
2023-02-24,3,214.26,0,0
2023-02-25,3,188.17,0,0
2023-02-26,3,223.58,1,0
2023-02-27,3,211.03,0,0
2023-02-28,3,229.01,0,0
2023-03-01,3,232.26,0,0
2023-03-02,3,266.59,0,1
2023-03-03,3,230.74,0,1
2023-03-04,3,210.16,1,0
2023-03-05,3,223.53,1,0
2023-03-06,3,217.18,0,0
2023-03-07,3,219.55,0,0
2023-03-08,3,216.26,0,0
2023-03-09,3,263.38,0,1
2023-03-10,3,204.44,0,0
2023-03-11,3,187.0,0,0
2023-03-12,3,231.43,0,1
2023-03-13,3,247.2,0,1
2023-03-14,3,228.29,0,0
2023-03-15,3,228.51,0,0
2023-03-16,3,223.34,0,0
2023-03-17,3,189.3,0,0
2023-03-18,3,218.51,1,0
2023-03-19,3,191.08,0,0
2023-03-20,3,281.11,1,1
2023-03-21,3,225.39,0,0
2023-03-22,3,235.98,0,0
2023-03-23,3,211.93,0,0
2023-03-24,3,234.15,1,0
2023-03-25,3,195.94,0,0
2023-03-26,3,206.34,0,0
2023-03-27,3,210.34,0,0
2023-03-28,3,230.06,0,0
2023-03-29,3,223.33,0,0
2023-03-30,3,239.61,1,0
2023-03-31,3,208.49,0,0
2023-04-01,3,193.47,0,0
2023-04-02,3,203.3,0,0
2023-04-03,3,206.23,0,0
2023-04-04,3,271.38,0,1
2023-04-05,3,282.04,0,1
2023-04-06,3,224.02,0,0
2023-04-07,3,206.0,0,0
2023-04-08,3,193.89,0,0
2023-04-09,3,219.91,1,0
2023-04-10,3,220.22,0,0
2023-04-11,3,266.08,0,1
2023-04-12,3,275.57,0,1
2023-04-13,3,214.46,0,0
2023-04-14,3,199.07,0,0
2023-04-15,3,201.37,0,0
2023-04-16,3,196.37,0,0
2023-04-17,3,251.06,1,0
2023-04-18,3,229.09,0,0
2023-04-19,3,224.19,0,0
2023-04-20,3,227.08,0,0
2023-04-21,3,202.37,0,0
2023-04-22,3,198.04,0,0
2023-04-23,3,228.59,1,0
2023-04-24,3,206.43,0,0
2023-04-25,3,230.65,0,0
2023-04-26,3,244.73,0,0
2023-04-27,3,225.44,0,0
2023-04-28,3,205.38,0,0
2023-04-29,3,200.27,0,0
2023-04-30,3,199.86,0,0
2023-05-01,3,255.54,0,1
2023-05-02,3,224.72,0,0
2023-05-03,3,265.26,1,0
2023-05-04,3,228.5,0,0
2023-05-05,3,231.84,1,0
2023-05-06,3,202.37,0,0
2023-05-07,3,238.7,0,1
2023-05-08,3,210.41,0,0
2023-05-09,3,235.52,0,0
2023-05-10,3,273.01,0,1
2023-05-11,3,227.47,0,0
2023-05-12,3,204.91,0,0
2023-05-13,3,225.3,1,0
2023-05-14,3,201.98,0,0
2023-05-15,3,216.65,0,0
2023-05-16,3,220.91,0,0
2023-05-17,3,259.19,1,0
2023-05-18,3,228.67,0,0
2023-05-19,3,206.06,0,0
2023-05-20,3,193.33,0,0
2023-05-21,3,193.07,0,0
2023-05-22,3,240.15,1,0
2023-05-23,3,221.12,0,0
2023-05-24,3,274.64,0,1
2023-05-25,3,251.38,1,0
2023-05-26,3,202.24,0,0
2023-05-27,3,195.96,0,0
2023-05-28,3,202.03,0,0
2023-05-29,3,226.36,0,0
2023-05-30,3,224.02,0,0
2023-05-31,3,241.29,0,0
2023-06-01,3,229.59,0,0
2023-06-02,3,203.52,0,0
2023-06-03,3,197.66,0,0
2023-06-04,3,228.27,1,0
2023-06-05,3,217.17,0,0
2023-06-06,3,239.48,0,0
2023-06-07,3,238.87,0,0
2023-06-08,3,227.62,0,0
2023-06-09,3,205.62,0,0
2023-06-10,3,189.58,0,0
2023-06-11,3,199.87,0,0
2023-06-12,3,222.63,0,0
2023-06-13,3,224.65,0,0
2023-06-14,3,230.92,0,0
2023-06-15,3,226.06,0,0
2023-06-16,3,233.2,1,0
2023-06-17,3,193.39,0,0
2023-06-18,3,239.14,0,1
2023-06-19,3,210.12,0,0
2023-06-20,3,257.76,1,0
2023-06-21,3,280.06,0,1
2023-06-22,3,219.24,0,0
2023-06-23,3,200.48,0,0
2023-06-24,3,224.55,1,0
2023-06-25,3,205.27,0,0
2023-06-26,3,216.31,0,0
2023-06-27,3,260.66,1,0
2023-06-28,3,267.12,1,0
2023-06-29,3,247.4,1,0
2023-06-30,3,211.29,0,0
2023-07-01,3,199.96,0,0
2023-07-02,3,199.91,0,0
2023-07-03,3,222.68,0,0
2023-07-04,3,227.7,0,0
2023-07-05,3,242.88,0,0
2023-07-06,3,227.25,0,0
2023-07-07,3,207.49,0,0
2023-07-08,3,198.3,0,0
2023-07-09,3,201.77,0,0
2023-07-10,3,224.1,0,0
2023-07-11,3,268.3,0,1
2023-07-12,3,233.78,0,0
2023-07-13,3,232.01,0,0
2023-07-14,3,206.54,0,0
2023-07-15,3,203.25,0,0
2023-07-16,3,211.16,0,0
2023-07-17,3,246.34,1,0
2023-07-18,3,237.44,0,0
2023-07-19,3,272.18,0,1
2023-07-20,3,260.95,1,0
2023-07-21,3,210.87,0,0
2023-07-22,3,231.46,1,0
2023-07-23,3,269.78,1,1
2023-07-24,3,210.39,0,0
2023-07-25,3,266.9,1,0
2023-07-26,3,267.98,0,1
2023-07-27,3,225.94,0,0
2023-07-28,3,214.92,0,0
2023-07-29,3,200.41,0,0
2023-07-30,3,243.1,1,0
2023-07-31,3,224.17,0,0
2023-08-01,3,231.46,0,0
2023-08-02,3,238.78,0,0
2023-08-03,3,227.64,0,0
2023-08-04,3,202.66,0,0
2023-08-05,3,195.1,0,0
2023-08-06,3,230.91,1,0
2023-08-07,3,209.22,0,0
2023-08-08,3,265.32,1,0
2023-08-09,3,237.75,0,0
2023-08-10,3,219.86,0,0
2023-08-11,3,212.94,0,0
2023-08-12,3,203.73,0,0
2023-08-13,3,205.19,0,0
2023-08-14,3,248.13,1,0
2023-08-15,3,238.39,0,0
2023-08-16,3,272.75,1,0
2023-08-17,3,230.11,0,0
2023-08-18,3,207.15,0,0
2023-08-19,3,201.88,0,0
2023-08-20,3,280.39,1,1
2023-08-21,3,217.11,0,0
2023-08-22,3,276.27,1,0
2023-08-23,3,267.07,1,0
2023-08-24,3,229.09,0,0
2023-08-25,3,248.26,0,1
2023-08-26,3,201.96,0,0
2023-08-27,3,196.05,0,0
2023-08-28,3,217.72,0,0
2023-08-29,3,230.67,0,0
2023-08-30,3,240.72,0,0
2023-08-31,3,234.25,0,0
2023-09-01,3,215.2,0,0
2023-09-02,3,189.34,0,0
2023-09-03,3,215.32,0,0
2023-09-04,3,222.27,0,0
2023-09-05,3,232.6,0,0
2023-09-06,3,271.18,1,0
2023-09-07,3,230.5,0,0
2023-09-08,3,208.98,0,0
2023-09-09,3,202.54,0,0
2023-09-10,3,202.42,0,0
2023-09-11,3,259.12,0,1
2023-09-12,3,263.4,1,0
2023-09-13,3,233.58,0,0
2023-09-14,3,230.7,0,0
2023-09-15,3,215.6,0,0
2023-09-16,3,204.47,0,0
2023-09-17,3,209.91,0,0
2023-09-18,3,223.12,0,0
2023-09-19,3,274.52,0,1
2023-09-20,3,245.29,0,0
2023-09-21,3,223.54,0,0
2023-09-22,3,208.52,0,0
2023-09-23,3,227.43,1,0
2023-09-24,3,211.56,0,0
2023-09-25,3,226.56,0,0
2023-09-26,3,279.97,0,1
2023-09-27,3,286.8,0,1
2023-09-28,3,226.28,0,0
2023-09-29,3,215.11,0,0
2023-09-30,3,201.97,0,0
2023-10-01,3,210.74,0,0
2023-10-02,3,221.62,0,0
2023-10-03,3,235.96,0,0
2023-10-04,3,244.5,0,0
2023-10-05,3,235.4,0,0
2023-10-06,3,210.38,0,0
2023-10-07,3,202.64,0,0
2023-10-08,3,201.57,0,0
2023-10-09,3,210.06,0,0
2023-10-10,3,269.24,1,0
2023-10-11,3,245.19,0,0
2023-10-12,3,232.68,0,0
2023-10-13,3,204.32,0,0
2023-10-14,3,231.54,1,0
2023-10-15,3,196.12,0,0
2023-10-16,3,229.74,0,0
2023-10-17,3,233.15,0,0
2023-10-18,3,248.77,0,0
2023-10-19,3,236.45,0,0
2023-10-20,3,209.92,0,0
2023-10-21,3,227.98,1,0
2023-10-22,3,239.31,1,0
2023-10-23,3,219.02,0,0
2023-10-24,3,239.45,0,0
2023-10-25,3,270.43,1,0
2023-10-26,3,223.17,0,0
2023-10-27,3,203.62,0,0
2023-10-28,3,245.13,0,1
2023-10-29,3,205.1,0,0
2023-10-30,3,220.83,0,0
2023-10-31,3,242.76,0,0
2023-11-01,3,249.06,0,0
2023-11-02,3,231.06,0,0
2023-11-03,3,213.42,0,0
2023-11-04,3,206.85,0,0
2023-11-05,3,231.48,1,0
2023-11-06,3,225.06,0,0
2023-11-07,3,242.39,0,0
2023-11-08,3,316.95,1,1
2023-11-09,3,253.09,1,0
2023-11-10,3,211.66,0,0
2023-11-11,3,200.31,0,0
2023-11-12,3,209.11,0,0
2023-11-13,3,256.7,1,0
2023-11-14,3,277.47,1,0
2023-11-15,3,271.42,1,0
2023-11-16,3,230.64,0,0
2023-11-17,3,261.57,0,1
2023-11-18,3,206.53,0,0
2023-11-19,3,215.3,0,0
2023-11-20,3,226.09,0,0
2023-11-21,3,274.55,0,1
2023-11-22,3,237.58,0,0
2023-11-23,3,225.72,0,0
2023-11-24,3,219.48,0,0
2023-11-25,3,211.34,0,0
2023-11-26,3,258.56,0,1
2023-11-27,3,229.21,0,0
2023-11-28,3,246.5,0,0
2023-11-29,3,241.69,0,0
2023-11-30,3,258.04,1,0
2023-12-01,3,220.77,0,0
2023-12-02,3,207.84,0,0
2023-12-03,3,210.2,0,0
2023-12-04,3,227.28,0,0
2023-12-05,3,312.65,1,1
2023-12-06,3,251.36,0,0
2023-12-07,3,270.65,1,0
2023-12-08,3,219.59,0,0
2023-12-09,3,240.33,1,0
2023-12-10,3,212.58,0,0
2023-12-11,3,253.39,1,0
2023-12-12,3,245.17,0,0
2023-12-13,3,238.32,0,0
2023-12-14,3,239.79,0,0
2023-12-15,3,241.25,1,0
2023-12-16,3,247.88,0,1
2023-12-17,3,206.13,0,0
2023-12-18,3,258.81,1,0
2023-12-19,3,241.56,0,0
2023-12-20,3,277.67,0,1
2023-12-21,3,236.98,0,0
2023-12-22,3,214.68,0,0
2023-12-23,3,241.2,1,0
2023-12-24,3,210.72,0,0
2023-12-25,3,228.37,0,0
2023-12-26,3,267.3,1,0
2023-12-27,3,243.05,0,0
2023-12-28,3,272.93,0,1
2023-12-29,3,222.2,0,0
2023-12-30,3,215.53,0,0
2023-12-31,3,207.03,0,0
2022-01-01,4,177.1,0,0
2022-01-02,4,201.98,0,0
2022-01-03,4,244.67,1,0
2022-01-04,4,217.84,0,0
2022-01-05,4,227.43,0,0
2022-01-06,4,257.54,1,0
2022-01-07,4,239.63,1,0
2022-01-08,4,236.31,0,1
2022-01-09,4,194.65,0,0
2022-01-10,4,241.63,1,0
2022-01-11,4,226.25,0,0
2022-01-12,4,266.46,1,0
2022-01-13,4,215.67,0,0
2022-01-14,4,198.71,0,0
2022-01-15,4,197.02,0,0
2022-01-16,4,195.66,0,0
2022-01-17,4,248.46,1,0
2022-01-18,4,253.9,1,0
2022-01-19,4,230.89,0,0
2022-01-20,4,215.78,0,0
2022-01-21,4,273.13,1,1
2022-01-22,4,184.93,0,0
2022-01-23,4,193.79,0,0
2022-01-24,4,204.74,0,0
2022-01-25,4,271.07,0,1
2022-01-26,4,235.1,0,0
2022-01-27,4,212.09,0,0
2022-01-28,4,210.11,0,0
2022-01-29,4,235.16,1,0
2022-01-30,4,196.81,0,0
2022-01-31,4,209.06,0,0
2022-02-01,4,242.08,0,0
2022-02-02,4,265.27,0,1
2022-02-03,4,221.2,0,0
2022-02-04,4,204.69,0,0
2022-02-05,4,199.75,0,0
2022-02-06,4,238.73,0,1
2022-02-07,4,210.13,0,0
2022-02-08,4,223.55,0,0
2022-02-09,4,230.51,0,0
2022-02-10,4,216.41,0,0
2022-02-11,4,204.38,0,0
2022-02-12,4,190.55,0,0
2022-02-13,4,219.81,1,0
2022-02-14,4,249.24,1,0
2022-02-15,4,226.17,0,0
2022-02-16,4,226.23,0,0
2022-02-17,4,220.95,0,0
2022-02-18,4,234.83,1,0
2022-02-19,4,184.99,0,0
2022-02-20,4,199.29,0,0
2022-02-21,4,208.08,0,0
2022-02-22,4,237.56,0,0
2022-02-23,4,265.54,1,0
2022-02-24,4,220.15,0,0
2022-02-25,4,201.11,0,0
2022-02-26,4,233.55,0,1
2022-02-27,4,201.05,0,0
2022-02-28,4,213.54,0,0
2022-03-01,4,228.27,0,0
2022-03-02,4,303.56,1,1
2022-03-03,4,219.48,0,0
2022-03-04,4,203.47,0,0
2022-03-05,4,213.99,1,0
2022-03-06,4,203.2,0,0
2022-03-07,4,215.51,0,0
2022-03-08,4,225.84,0,0
2022-03-09,4,273.11,1,0
2022-03-10,4,223.28,0,0
2022-03-11,4,230.36,1,0
2022-03-12,4,199.05,0,0
2022-03-13,4,200.67,0,0
2022-03-14,4,216.34,0,0
2022-03-15,4,227.93,0,0
2022-03-16,4,236.22,0,0
2022-03-17,4,221.89,0,0
2022-03-18,4,238.67,1,0
2022-03-19,4,185.6,0,0
2022-03-20,4,236.86,0,1
2022-03-21,4,223.33,0,0
2022-03-22,4,226.57,0,0
2022-03-23,4,231.3,0,0
2022-03-24,4,221.31,0,0
2022-03-25,4,200.17,0,0
2022-03-26,4,184.43,0,0
2022-03-27,4,238.23,0,1
2022-03-28,4,245.75,1,0
2022-03-29,4,300.49,1,1
2022-03-30,4,233.94,0,0
2022-03-31,4,224.11,0,0
2022-04-01,4,211.71,0,0
2022-04-02,4,194.87,0,0
2022-04-03,4,196.86,0,0
2022-04-04,4,214.01,0,0
2022-04-05,4,234.0,0,0
2022-04-06,4,282.08,0,1
2022-04-07,4,221.11,0,0
2022-04-08,4,207.44,0,0
2022-04-09,4,197.86,0,0
2022-04-10,4,225.12,1,0
2022-04-11,4,215.87,0,0
2022-04-12,4,224.13,0,0
2022-04-13,4,226.52,0,0
2022-04-14,4,256.43,1,0
2022-04-15,4,205.37,0,0
2022-04-16,4,197.53,0,0
2022-04-17,4,230.34,1,0
2022-04-18,4,211.24,0,0
2022-04-19,4,231.58,0,0
2022-04-20,4,229.55,0,0
2022-04-21,4,231.9,0,0
2022-04-22,4,200.86,0,0
2022-04-23,4,195.89,0,0
2022-04-24,4,195.57,0,0
2022-04-25,4,219.32,0,0
2022-04-26,4,270.5,0,1
2022-04-27,4,233.47,0,0
2022-04-28,4,229.56,0,0
2022-04-29,4,238.14,1,0
2022-04-30,4,199.8,0,0
2022-05-01,4,196.23,0,0
2022-05-02,4,209.79,0,0
2022-05-03,4,233.04,0,0
2022-05-04,4,234.82,0,0
2022-05-05,4,228.78,0,0
2022-05-06,4,207.94,0,0
2022-05-07,4,198.6,0,0
2022-05-08,4,193.36,0,0
2022-05-09,4,226.61,0,0
2022-05-10,4,272.03,0,1
2022-05-11,4,240.25,0,0
2022-05-12,4,221.82,0,0
2022-05-13,4,210.23,0,0
2022-05-14,4,231.41,0,1
2022-05-15,4,204.09,0,0
2022-05-16,4,215.74,0,0
2022-05-17,4,263.35,1,0
2022-05-18,4,240.61,0,0
2022-05-19,4,220.18,0,0
2022-05-20,4,235.62,1,0
2022-05-21,4,200.56,0,0
2022-05-22,4,212.67,0,0
2022-05-23,4,217.18,0,0
2022-05-24,4,236.51,0,0
2022-05-25,4,236.93,0,0
2022-05-26,4,236.41,0,0
2022-05-27,4,200.65,0,0
2022-05-28,4,199.09,0,0
2022-05-29,4,194.4,0,0
2022-05-30,4,205.69,0,0
2022-05-31,4,235.39,0,0
2022-06-01,4,238.51,0,0
2022-06-02,4,225.62,0,0
2022-06-03,4,209.21,0,0
2022-06-04,4,214.46,0,0
2022-06-05,4,201.59,0,0
2022-06-06,4,221.12,0,0
2022-06-07,4,231.01,0,0
2022-06-08,4,239.64,0,0
2022-06-09,4,226.2,0,0
2022-06-10,4,208.04,0,0
2022-06-11,4,208.41,0,0
2022-06-12,4,209.12,0,0
2022-06-13,4,219.6,0,0
2022-06-14,4,253.08,1,0
2022-06-15,4,236.71,0,0
2022-06-16,4,271.26,1,0
2022-06-17,4,239.29,1,0
2022-06-18,4,205.19,0,0
2022-06-19,4,210.79,0,0
2022-06-20,4,220.36,0,0
2022-06-21,4,260.75,1,0
2022-06-22,4,226.69,0,0
2022-06-23,4,301.52,1,1
2022-06-24,4,206.72,0,0
2022-06-25,4,200.9,0,0
2022-06-26,4,197.68,0,0
2022-06-27,4,218.29,0,0
2022-06-28,4,235.47,0,0
2022-06-29,4,240.56,0,0
2022-06-30,4,252.87,1,0
2022-07-01,4,217.13,0,0
2022-07-02,4,197.39,0,0
2022-07-03,4,235.91,0,1
2022-07-04,4,219.42,0,0
2022-07-05,4,275.83,0,1
2022-07-06,4,280.37,0,1
2022-07-07,4,235.61,0,0
2022-07-08,4,210.31,0,0
2022-07-09,4,200.12,0,0
2022-07-10,4,199.12,0,0
2022-07-11,4,224.42,0,0
2022-07-12,4,236.93,0,0
2022-07-13,4,237.82,0,0
2022-07-14,4,219.62,0,0
2022-07-15,4,219.06,0,0
2022-07-16,4,194.93,0,0
2022-07-17,4,232.03,1,0
2022-07-18,4,252.46,1,0
2022-07-19,4,230.37,0,0
2022-07-20,4,232.8,0,0
2022-07-21,4,248.88,1,0
2022-07-22,4,215.8,0,0
2022-07-23,4,198.69,0,0
2022-07-24,4,219.97,0,0
2022-07-25,4,216.05,0,0
2022-07-26,4,262.1,1,0
2022-07-27,4,237.79,0,0
2022-07-28,4,231.06,0,0
2022-07-29,4,210.19,0,0
2022-07-30,4,204.83,0,0
2022-07-31,4,230.79,1,0
2022-08-01,4,214.46,0,0
2022-08-02,4,228.06,0,0
2022-08-03,4,269.85,0,1
2022-08-04,4,257.61,1,0
2022-08-05,4,211.39,0,0
2022-08-06,4,198.96,0,0
2022-08-07,4,212.25,0,0
2022-08-08,4,227.86,0,0
2022-08-09,4,235.73,0,0
2022-08-10,4,232.35,0,0
2022-08-11,4,227.71,0,0
2022-08-12,4,210.24,0,0
2022-08-13,4,199.18,0,0
2022-08-14,4,202.89,0,0
2022-08-15,4,218.8,0,0
2022-08-16,4,235.82,0,0
2022-08-17,4,278.49,0,1
2022-08-18,4,231.94,0,0
2022-08-19,4,215.39,0,0
2022-08-20,4,198.27,0,0
2022-08-21,4,243.09,1,0
2022-08-22,4,217.52,0,0
2022-08-23,4,300.02,1,1
2022-08-24,4,243.92,0,0
2022-08-25,4,227.16,0,0
2022-08-26,4,215.55,0,0
2022-08-27,4,191.15,0,0
2022-08-28,4,214.04,0,0
2022-08-29,4,226.13,0,0
2022-08-30,4,300.95,1,1
2022-08-31,4,234.97,0,0
2022-09-01,4,269.96,1,0
2022-09-02,4,240.6,1,0
2022-09-03,4,199.35,0,0
2022-09-04,4,236.1,0,1
2022-09-05,4,221.36,0,0
2022-09-06,4,267.67,1,0
2022-09-07,4,246.29,0,0
2022-09-08,4,224.95,0,0
2022-09-09,4,207.04,0,0
2022-09-10,4,236.12,1,0
2022-09-11,4,212.82,0,0
2022-09-12,4,215.61,0,0
2022-09-13,4,244.56,0,0
2022-09-14,4,273.25,1,0
2022-09-15,4,237.76,0,0
2022-09-16,4,214.64,0,0
2022-09-17,4,191.61,0,0
2022-09-18,4,237.37,1,0
2022-09-19,4,229.12,0,0
2022-09-20,4,265.04,1,0
2022-09-21,4,241.48,0,0
2022-09-22,4,231.77,0,0
2022-09-23,4,200.84,0,0
2022-09-24,4,242.93,1,0
2022-09-25,4,203.97,0,0
2022-09-26,4,256.7,1,0
2022-09-27,4,239.42,0,0
2022-09-28,4,250.06,0,0
2022-09-29,4,235.03,0,0
2022-09-30,4,214.52,0,0
2022-10-01,4,240.45,0,1
2022-10-02,4,212.82,0,0
